,SKU ID,Min Pd,Product ID,Zenni B2B,USD Price,Cad Price,Frame Type,Material,Frame Rim,Frame Shape,Frame Gender,SKU Color,SKU Display Color,Frame Width,Adult Frame Size,Kids Frame Size,Weight,Lens Width,Product Display Name,Is for Kids,Rush Processing Available,SKU Status,Product Type,Joint Max,Joint Min,Max Sph,Min Sph,Max Cyl,Min Cyl,Max Pd,Min Pd,Pd Reader,Temple Length,Bridge,Lens Height,Readers Available,Progressive Available,Image URL,Feature List,Product List,Friendly Name
363,124042,42,1240,,6.95,9.95,standardframetype,Plastic,FullRim,Square,Unisex_Kids,Orange,Orange,118,,Med,13,44,Kid's Square Glasses,1,1,non-retired,configurable prescription frame,6,-6,6,-6,6,-6,60,42,54,133,16,38,1,1,https://static.zennioptical.com/production/products/general/12/40/124042-eyeglasses-front-view.jpg,"ft01,ft03","gt33,gt44,gt39,gt31,gt41,gt53,gt04,gt08",kids-tr-square-eyeglass-frames-124042
364,124112,57,1241,,6.95,9.95,standardframetype,Plastic,FullRim,Square,Unisex,Gray,Smoke,130,Med,,25,50,Square Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,57,64,147,20,40,1,1,https://static.zennioptical.com/production/products/general/12/41/124112-eyeglasses-front-view.jpg,"ft01,ft06","gt38,gt39,gt48,gt44,gt42,gt53",tr-square-eyeglass-frames-124112
365,124116,57,1241,,6.95,9.95,standardframetype,Plastic,FullRim,Square,Unisex,Blue,Teal,130,Med,,25,50,Square Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,57,64,147,20,40,1,1,https://static.zennioptical.com/production/products/general/12/41/124116-eyeglasses-front-view.jpg,"ft01,ft06","gt38,gt39,gt48,gt44,gt42,gt53",tr-square-eyeglass-frames-124116
366,124118,57,1241,,6.95,9.95,standardframetype,Plastic,FullRim,Square,Unisex,Red,Red,130,Med,,25,50,Square Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,57,64,147,20,40,1,1,https://static.zennioptical.com/production/products/general/12/41/124118-eyeglasses-front-view.jpg,"ft01,ft06","gt38,gt39,gt48,gt44,gt42,gt53",tr-square-eyeglass-frames-124118
367,124121,57,1241,,6.95,9.95,standardframetype,Plastic,FullRim,Square,Unisex,Black,Black,130,Med,,25,50,Square Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,57,64,147,20,40,1,1,https://static.zennioptical.com/production/products/general/12/41/124121-eyeglasses-front-view.jpg,"ft01,ft06","gt38,gt39,gt48,gt44,gt42,gt53",tr-square-eyeglass-frames-124121
368,124122,57,1241,,6.95,9.95,standardframetype,Plastic,FullRim,Square,Unisex,Yellow,Yellow,130,Med,,25,50,Square Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,57,64,147,20,40,1,1,https://static.zennioptical.com/production/products/general/12/41/124122-eyeglasses-front-view.jpg,"ft01,ft06","gt38,gt39,gt48,gt44,gt42,gt53",tr-square-eyeglass-frames-124122
369,124130,57,1241,,6.95,9.95,standardframetype,Plastic,FullRim,Square,Unisex,White,White,130,Med,,25,50,Square Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,57,64,147,20,40,1,1,https://static.zennioptical.com/production/products/general/12/41/124130-eyeglasses-front-view.jpg,"ft01,ft06","gt38,gt39,gt48,gt44,gt42,gt53",tr-square-eyeglass-frames-124130
370,124218,63,1242,,6.95,9.95,standardframetype,Plastic,FullRim,Square,Women_s,Purple,,128,Med,,19,52,Square Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,63,64,145,18,41,0,1,https://static.zennioptical.com/production/products/general/12/42/124218-eyeglasses-front-view.jpg,"ft01,ft06","gt42,gt52,gt49,gt44,gt39,gt03,gt38",womens-tr-square-eyeglass-frames-124218
371,124219,63,1242,,6.95,9.95,standardframetype,Plastic,FullRim,Square,Women_s,Pink,Coral,128,Med,,19,52,Square Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,63,64,145,18,41,0,1,https://static.zennioptical.com/production/products/general/12/42/124219-eyeglasses-front-view.jpg,"ft01,ft06","gt42,gt52,gt49,gt44,gt39,gt03,gt38",womens-tr-square-eyeglass-frames-124219
372,124228,63,1242,,6.95,9.95,standardframetype,Plastic,FullRim,Square,Women_s,Red,Red,128,Med,,19,52,Square Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,63,64,145,18,41,0,1,https://static.zennioptical.com/production/products/general/12/42/124228-eyeglasses-front-view.jpg,"ft01,ft06","gt42,gt52,gt49,gt44,gt39,gt03,gt38",womens-tr-square-eyeglass-frames-124228
373,124234,63,1242,,6.95,9.95,standardframetype,Plastic,FullRim,Square,Women_s,Green,Aquamarine,128,Med,,19,52,Square Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,63,64,145,18,41,0,1,https://static.zennioptical.com/production/products/general/12/42/124234-eyeglasses-front-view.jpg,"ft01,ft06","gt42,gt52,gt49,gt44,gt39,gt03,gt38",womens-tr-square-eyeglass-frames-124234
377,124417,65,1244,,12.95,16.95,standardframetype,Plastic,FullRim,Oval,Women_s,Purple,,127,Med,,22,55,Oval Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,77,65,68,138,19,43,0,1,https://static.zennioptical.com/production/products/general/12/44/124417-eyeglasses-front-view.jpg,"ft01,ft06","gt32,gt44,gt34,gt33,gt35,gt25,gt39,gt36",womens-fullrim-acetate-plastic-oval-eyeglass-frames-124417
,124512,55,1245,Yes,9.95,12.95,standardframetype,Plastic,FullRim,Rectangle,Unisex,Gray,Storm,123,Small,,17,50,Rectangle Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,71,55,62,143,18,34,1,1,https://static.zennioptical.com/production/products/general/12/45/124512-eyeglasses-front-view.jpg,"ft01,ft06","gt03,gt31,gt49,gt33,gt39",plastic-rectangle-eyeglass-frames-124512
379,124515,55,1245,,9.95,12.95,standardframetype,Plastic,FullRim,Rectangle,Unisex,Brown,Coral,123,Small,,17,50,Rectangle Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,71,55,62,143,18,34,1,1,https://static.zennioptical.com/production/products/general/12/45/124515-eyeglasses-front-view.jpg,"ft01,ft06","gt03,gt31,gt49,gt33,gt39",plastic-rectangle-eyeglass-frames-124515
,124516,55,1245,Yes,9.95,12.95,standardframetype,Plastic,FullRim,Rectangle,Unisex,Blue,Azure,123,Small,,17,50,Rectangle Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,71,55,62,143,18,34,1,1,https://static.zennioptical.com/production/products/general/12/45/124516-eyeglasses-front-view.jpg,"ft01,ft06","gt03,gt31,gt49,gt33,gt39",plastic-rectangle-eyeglass-frames-124516
381,124519,55,1245,,9.95,12.95,standardframetype,Plastic,FullRim,Rectangle,Unisex,Pink,Flamingo,123,Small,,17,50,Rectangle Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,71,55,62,143,18,34,1,1,https://static.zennioptical.com/production/products/general/12/45/124519-eyeglasses-front-view.jpg,"ft01,ft06","gt03,gt31,gt49,gt33,gt39",plastic-rectangle-eyeglass-frames-124519
382,124524,55,1245,,9.95,12.95,standardframetype,Plastic,FullRim,Rectangle,Unisex,Green,Palm,123,Small,,17,50,Rectangle Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,71,55,62,143,18,34,1,1,https://static.zennioptical.com/production/products/general/12/45/124524-eyeglasses-front-view.jpg,"ft01,ft06","gt03,gt31,gt49,gt33,gt39",plastic-rectangle-eyeglass-frames-124524
383,124724,60,1247,,9.95,12.95,standardframetype,Plastic,FullRim,Square,Unisex,Green,,131,Med,,24,53,Square Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,60,65,143,18,39,1,1,https://static.zennioptical.com/production/products/general/12/47/124724-eyeglasses-front-view.jpg,"ft01,ft06","gt39,gt44",acetate-plastic-square-eyeglass-frames-124724
384,124816,41,1248,,12.95,16.95,standardframetype,Plastic,FullRim,Rectangle,Girl_s,Blue,Blue,111,,Small,17,45,Kids' Rectangle Glasses,1,0,non-retired,configurable prescription frame,8,-8,8,-8,6,-6,60,41,54,128,15,33,1,1,https://static.zennioptical.com/production/products/general/12/48/124816-eyeglasses-front-view.jpg,"ft01,ft02","gt31,gt04,gt08,gt10,gt33,gt53,gt39,gt36,gt06,gt41,gt07,gt44",girls-tr-rectangle-eyeglass-frames-124816
385,124817,41,1248,,12.95,16.95,standardframetype,Plastic,FullRim,Rectangle,Girl_s,Purple,Purple,111,,Small,17,45,Kids' Rectangle Glasses,1,0,non-retired,configurable prescription frame,8,-8,8,-8,6,-6,60,41,54,128,15,33,1,1,https://static.zennioptical.com/production/products/general/12/48/124817-eyeglasses-front-view.jpg,"ft01,ft02","gt31,gt04,gt08,gt10,gt33,gt53,gt39,gt36,gt06,gt41,gt07,gt44",girls-tr-rectangle-eyeglass-frames-124817
386,124819,41,1248,,12.95,16.95,standardframetype,Plastic,FullRim,Rectangle,Girl_s,Pink,,111,,Small,17,45,Kids' Rectangle Glasses,1,1,non-retired,configurable prescription frame,8,-8,8,-8,6,-6,60,41,54,128,15,33,1,1,https://static.zennioptical.com/production/products/general/12/48/124819-eyeglasses-front-view.jpg,"ft01,ft02","gt31,gt04,gt08,gt10,gt33,gt53,gt39,gt36,gt06,gt41,gt07,gt44",girls-acetate-plastic-rectangle-eyeglass-frames-124819
387,124823,41,1248,,12.95,16.95,standardframetype,Plastic,FullRim,Rectangle,Girl_s,Clear,,111,,Small,17,45,Kids' Rectangle Glasses,1,1,non-retired,configurable prescription frame,8,-8,8,-8,6,-6,60,41,54,128,15,33,1,1,https://static.zennioptical.com/production/products/general/12/48/124823-eyeglasses-front-view.jpg,"ft01,ft02","gt31,gt04,gt08,gt10,gt33,gt53,gt39,gt36,gt06,gt41,gt07,gt44",girls-other-plastic-rectangle-eyeglass-frames-124823
389,124918,56,1249,,12.95,16.95,standardframetype,Plastic,FullRim,Square,Unisex,Red,Maroon,125,Small,,22,51,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,72,56,63,146,18,38,1,1,https://static.zennioptical.com/production/products/general/12/49/124918-eyeglasses-front-view.jpg,"ft01,ft06,ft09","gt13,gt33,gt04,gt03,gt42,gt11,gt12,gt25,gt31,gt39,gt44",other-plastic-square-eyeglass-frames-124918
390,124924,56,1249,,12.95,16.95,standardframetype,Plastic,FullRim,Square,Unisex,Green,Forest,125,Small,,22,51,Square Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,72,56,63,146,18,38,1,1,https://static.zennioptical.com/production/products/general/12/49/124924-eyeglasses-front-view.jpg,"ft01,ft06,ft09","gt13,gt33,gt04,gt03,gt42,gt11,gt12,gt25,gt31,gt39,gt44",other-plastic-square-eyeglass-frames-124924
391,124925,56,1249,,12.95,16.95,standardframetype,Plastic,FullRim,Square,Unisex,Tortoiseshell,,125,Small,,22,51,Square Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,72,56,63,146,18,38,1,1,https://static.zennioptical.com/production/products/general/12/49/124925-eyeglasses-front-view.jpg,"ft01,ft06,ft09","gt13,gt33,gt04,gt03,gt42,gt11,gt12,gt25,gt31,gt39,gt44",acetate-plastic-square-eyeglass-frames-124925
392,125012,57,1250,,6.95,9.95,standardframetype,Plastic,FullRim,Rectangle,Unisex,Gray,Smoke,126,Med,,20,50,Rectangle Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,57,64,141,20,35,1,1,https://static.zennioptical.com/production/products/general/12/50/125012-eyeglasses-front-view.jpg,"ft01,ft06,ft09","gt31,gt11,gt03,gt33,gt44,gt39",other-plastic-rectangle-eyeglass-frames-125012
393,125015,57,1250,,6.95,9.95,standardframetype,Plastic,FullRim,Rectangle,Unisex,Brown,Maroon,126,Med,,20,50,Rectangle Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,57,64,141,20,35,1,1,https://static.zennioptical.com/production/products/general/12/50/125015-eyeglasses-front-view.jpg,"ft01,ft06,ft09","gt31,gt11,gt03,gt33,gt44,gt39",other-plastic-rectangle-eyeglass-frames-125015
394,125018,57,1250,,6.95,9.95,standardframetype,Plastic,FullRim,Rectangle,Unisex,Red,Red,126,Med,,20,50,Rectangle Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,57,64,141,20,35,1,1,https://static.zennioptical.com/production/products/general/12/50/125018-eyeglasses-front-view.jpg,"ft01,ft06,ft09","gt31,gt11,gt03,gt33,gt44,gt39",other-plastic-rectangle-eyeglass-frames-125018
395,125021,57,1250,,6.95,9.95,standardframetype,Plastic,FullRim,Rectangle,Unisex,Black,,126,Med,,20,50,Rectangle Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,57,64,141,20,35,1,1,https://static.zennioptical.com/production/products/general/12/50/125021-eyeglasses-front-view.jpg,"ft01,ft06,ft09","gt31,gt11,gt03,gt33,gt44,gt39",acetate-plastic-rectangle-eyeglass-frames-125021
396,125024,57,1250,,6.95,9.95,standardframetype,Plastic,FullRim,Rectangle,Unisex,Green,Green,126,Med,,20,50,Rectangle Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,57,64,141,20,35,1,1,https://static.zennioptical.com/production/products/general/12/50/125024-eyeglasses-front-view.jpg,"ft01,ft06,ft09","gt31,gt11,gt03,gt33,gt44,gt39",other-plastic-rectangle-eyeglass-frames-125024
397,125116,59,1251,,6.95,9.95,standardframetype,Plastic,FullRim,Rectangle,Unisex,Blue,,127,Med,,23,53,Hangtime,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,72,59,63,149,16,33,0,1,https://static.zennioptical.com/production/products/general/12/51/125116-eyeglasses-front-view.jpg,"ft01,ft06","gt48,gt49,gt38,gt31,gt44,gt36,gt03,gt53,gt39",acetate-plastic-rectangle-eyeglass-frames-125116
398,125118,59,1251,,6.95,9.95,standardframetype,Plastic,FullRim,Rectangle,Unisex,Red,,127,Med,,23,53,Hangtime,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,72,59,63,149,16,33,0,1,https://static.zennioptical.com/production/products/general/12/51/125118-eyeglasses-front-view.jpg,"ft01,ft06","gt48,gt49,gt38,gt31,gt44,gt36,gt03,gt53,gt39",acetate-plastic-rectangle-eyeglass-frames-125118
399,125215,55,1252,,12.95,16.95,standardframetype,Plastic,FullRim,Square,Unisex,Brown,Maple,126,Med,,23,49,Square Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,55,65,147,22,39,1,1,https://static.zennioptical.com/production/products/general/12/52/125215-eyeglasses-front-view.jpg,"ft01,ft06,ft09","gt44,gt13,gt53,gt04,gt38,gt39,gt03,gt12,gt11",acetate-plastic-square-eyeglass-frames-125215
,125216,55,1252,Yes,12.95,16.95,standardframetype,Plastic,FullRim,Square,Unisex,Blue,,126,Med,,23,49,Square Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,55,65,147,22,39,1,1,https://static.zennioptical.com/production/products/general/12/52/125216-eyeglasses-front-view.jpg,"ft01,ft06,ft09","gt44,gt13,gt53,gt04,gt38,gt39,gt03,gt12,gt11",acetate-plastic-square-eyeglass-frames-125216
401,125218,55,1252,,12.95,16.95,standardframetype,Plastic,FullRim,Square,Unisex,Red,Red,126,Med,,23,49,Square Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,55,65,147,22,39,1,1,https://static.zennioptical.com/production/products/general/12/52/125218-eyeglasses-front-view.jpg,"ft01,ft06,ft09","gt44,gt13,gt53,gt04,gt38,gt39,gt03,gt12,gt11",other-plastic-square-eyeglass-frames-125218
402,125221,55,1252,,12.95,16.95,standardframetype,Plastic,FullRim,Square,Unisex,Black,,126,Med,,23,49,Square Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,55,65,147,22,39,1,1,https://static.zennioptical.com/production/products/general/12/52/125221-eyeglasses-front-view.jpg,"ft01,ft06,ft09","gt44,gt13,gt53,gt04,gt38,gt39,gt03,gt12,gt11",acetate-plastic-square-eyeglass-frames-125221
403,125230,55,1252,,12.95,16.95,standardframetype,Plastic,FullRim,Square,Unisex,White,,126,Med,,23,49,Square Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,55,65,147,22,39,1,1,https://static.zennioptical.com/production/products/general/12/52/125230-eyeglasses-front-view.jpg,"ft01,ft06,ft09","gt44,gt13,gt53,gt04,gt38,gt39,gt03,gt12,gt11",acetate-plastic-square-eyeglass-frames-125230
404,125415,60,1254,,6.95,9.95,standardframetype,Plastic,FullRim,Rectangle,Unisex,Brown,,126,Med,,17,53,Rectangle Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,60,65,140,18,31,1,1,https://static.zennioptical.com/production/products/general/12/54/125415-eyeglasses-front-view.jpg,"ft01,ft06","gt33,gt39,gt49,gt31",plastic-rectangle-eyeglass-frames-125415
405,125416,60,1254,,6.95,9.95,standardframetype,Plastic,FullRim,Rectangle,Unisex,Blue,,126,Med,,17,53,Rectangle Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,60,65,140,18,31,1,1,https://static.zennioptical.com/production/products/general/12/54/125416-eyeglasses-front-view.jpg,"ft01,ft06","gt33,gt39,gt49,gt31",plastic-rectangle-eyeglass-frames-125416
406,125417,60,1254,,6.95,9.95,standardframetype,Plastic,FullRim,Rectangle,Unisex,Pink,,126,Med,,17,53,Rectangle Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,60,65,140,18,31,1,1,https://static.zennioptical.com/production/products/general/12/54/125417-eyeglasses-front-view.jpg,"ft01,ft06","gt33,gt39,gt49,gt31",plastic-rectangle-eyeglass-frames-125417
407,125423,60,1254,,6.95,9.95,standardframetype,Plastic,FullRim,Rectangle,Unisex,Cream,,126,Med,,17,53,Rectangle Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,60,65,140,18,31,1,1,https://static.zennioptical.com/production/products/general/12/54/125423-eyeglasses-front-view.jpg,"ft01,ft06","gt33,gt39,gt49,gt31",acetate-plastic-rectangle-eyeglass-frames-125423
408,125516,48,1255,,12.95,16.95,standardframetype,Plastic,FullRim,Round,Unisex,Blue,Blue,121,Small,,15,45,Round Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,71,48,62,138,23,40,1,1,https://static.zennioptical.com/production/products/general/12/55/125516-eyeglasses-front-view.jpg,"ft01,ft06","gt13,gt04,gt03,gt42,gt11,gt49,gt44,gt12,gt39,gt34,gt33,gt35",tr-round-eyeglass-frames-125516
409,125518,48,1255,,12.95,16.95,standardframetype,Plastic,FullRim,Round,Unisex,Red,Red,121,Small,,15,45,Round Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,71,48,62,138,23,40,1,1,https://static.zennioptical.com/production/products/general/12/55/125518-eyeglasses-front-view.jpg,"ft01,ft06","gt13,gt04,gt03,gt42,gt11,gt49,gt44,gt12,gt39,gt34,gt33,gt35",tr-round-eyeglass-frames-125518
410,125522,48,1255,,12.95,16.95,standardframetype,Plastic,FullRim,Round,Unisex,Yellow,Yellow,121,Small,,15,45,Round Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,71,48,62,138,23,40,1,1,https://static.zennioptical.com/production/products/general/12/55/125522-eyeglasses-front-view.jpg,"ft01,ft06","gt13,gt04,gt03,gt42,gt11,gt49,gt44,gt12,gt39,gt34,gt33,gt35",tr-round-eyeglass-frames-125522
,125525,48,1255,Yes,12.95,16.95,standardframetype,Plastic,FullRim,Round,Unisex,Tortoiseshell,,121,Small,,15,45,Round Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,71,48,62,138,23,40,1,1,https://static.zennioptical.com/production/products/general/12/55/125525-eyeglasses-front-view.jpg,"ft01,ft06","gt13,gt04,gt03,gt42,gt11,gt49,gt44,gt12,gt39,gt34,gt33,gt35",tr-round-eyeglass-frames-125525
412,125615,54,1256,,6.95,9.95,standardframetype,Plastic,FullRim,Square,Women_s,Brown,Brown,123,Small,,21,47,Square Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,72,54,63,149,22,37,1,1,https://static.zennioptical.com/production/products/general/12/56/125615-eyeglasses-front-view.jpg,"ft01,ft06","gt20,gt03,gt44,gt38,gt42,gt49,gt53,gt39,gt31,gt33",womens-plastic-square-eyeglass-frames-125615
413,125619,54,1256,,6.95,9.95,standardframetype,Plastic,FullRim,Square,Women_s,Pink,Pink,123,Small,,21,47,Square Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,72,54,63,149,22,37,1,1,https://static.zennioptical.com/production/products/general/12/56/125619-eyeglasses-front-view.jpg,"ft01,ft06","gt20,gt03,gt44,gt38,gt42,gt49,gt53,gt39,gt31,gt33",womens-plastic-square-eyeglass-frames-125619
414,125625,54,1256,,6.95,9.95,standardframetype,Plastic,FullRim,Square,Women_s,Tortoiseshell,Tortoiseshell,123,Small,,21,47,Square Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,72,54,63,149,22,37,1,1,https://static.zennioptical.com/production/products/general/12/56/125625-eyeglasses-front-view.jpg,"ft01,ft06","gt20,gt03,gt44,gt38,gt42,gt49,gt53,gt39,gt31,gt33",womens-plastic-square-eyeglass-frames-125625
415,125715,53,1257,,9.95,12.95,standardframetype,Plastic,FullRim,Round,Women_s,Brown,Latte,121,Small,,15,48,Round Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,71,53,62,148,20,39,1,1,https://static.zennioptical.com/production/products/general/12/57/125715-eyeglasses-front-view.jpg,"ft01,ft06,5900001","gt04,gt12,gt08,gt11,gt38,gt44,gt10,gt32,gt39,gt34,gt53,gt42,gt35,gt03,gt33",womens-plastic-round-eyeglass-frames-125715
